2026/02/22 23:20:03.856, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 9, 0, 1284, 8188, 65, 13.15, 1470, 5501
2026/02/22 23:20:04.860, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 18, 1, 1284, 8188, 65, 12.88, 1470, 5501
2026/02/22 23:20:05.860, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 14, 0, 1284, 8188, 65, 13.69, 1470, 7001
2026/02/22 23:20:06.861, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 9, 0, 1281, 8188, 65, 13.32, 1470, 5501
2026/02/22 23:20:07.861, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 9, 0, 1281, 8188, 65, 13.68, 1470, 5501
2026/02/22 23:20:08.862, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 8, 0, 1290, 8188, 64, 12.61, 1470, 5501
2026/02/22 23:20:09.863, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 9, 0, 1281, 8188, 64, 12.53, 1470, 5501
2026/02/22 23:20:10.864, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 18, 1, 1281, 8188, 64, 12.84, 1470, 5501
2026/02/22 23:20:11.865, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 19, 1, 1281, 8188, 64, 14.08, 1470, 7001
2026/02/22 23:20:12.866, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 14, 0, 1297, 8188, 64, 15.45, 1470, 7001
2026/02/22 23:20:13.867, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 13, 0, 1302, 8188, 64, 13.80, 1470, 5501
2026/02/22 23:20:14.868, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 21, 1, 1310, 8188, 64, 14.04, 1470, 5501
2026/02/22 23:20:15.869, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 4, 0, 1302, 8188, 64, 13.44, 1470, 5501
2026/02/22 23:20:16.870, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 7, 0, 1318, 8188, 64, 13.24, 1470, 7001
2026/02/22 23:20:17.871, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 21, 1, 1331, 8188, 64, 13.18, 1470, 5501
2026/02/22 23:20:18.872, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 21, 1, 1322, 8188, 64, 15.21, 1470, 7001
2026/02/22 23:20:19.873, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 16, 1, 1322, 8188, 63, 14.73, 1470, 5501
2026/02/22 23:20:20.875, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 39, 1, 1322, 8188, 64, 13.59, 1470, 5501
2026/02/22 23:20:21.875, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 42, 1, 1322, 8188, 64, 14.53, 1530, 5501
2026/02/22 23:20:22.877, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 35, 1, 1305, 8188, 64, 15.39, 1665, 5501
2026/02/22 23:20:23.878, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 26, 1, 1305, 8188, 63, 13.47, 1665, 5501
2026/02/22 23:20:24.879, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 13, 0, 1331, 8188, 63, 13.28, 1470, 7001
2026/02/22 23:20:25.880, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 46, 2, 1322, 8188, 64, 17.90, 2055, 5501
2026/02/22 23:20:26.880, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 25, 1, 1322, 8188, 64, 20.19, 2055, 7001
2026/02/22 23:20:27.881, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 41, 1, 1305, 8188, 64, 18.38, 1470, 5501
2026/02/22 23:20:28.882, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 11, 0, 1305, 8188, 63, 13.16, 1470, 7001
2026/02/22 23:20:29.883, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 24, 1, 1307, 8188, 63, 13.36, 1470, 5501
2026/02/22 23:20:30.884, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 11, 0, 1307, 8188, 63, 13.75, 1470, 7001
2026/02/22 23:20:31.885, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 16, 1, 1307, 8188, 63, 13.32, 1470, 7001
2026/02/22 23:20:32.886, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 31, 2, 1307, 8188, 63, 13.91, 1470, 5501
2026/02/22 23:20:33.887, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 29, 1, 1307, 8188, 63, 13.91, 1470, 5501
2026/02/22 23:20:34.887, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 15, 1, 1307, 8188, 63, 13.34, 1470, 7001
2026/02/22 23:20:35.888, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 23, 1, 1307, 8188, 63, 13.35, 1470, 5501
2026/02/22 23:20:36.889, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 26, 1, 1307, 8188, 62, 13.84, 1470, 5501
2026/02/22 23:20:37.890, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 10, 0, 1307, 8188, 62, 13.22, 1590, 7001
2026/02/22 23:20:38.891, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 35, 1, 1307, 8188, 62, 14.15, 1590, 5501
2026/02/22 23:20:39.891, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 30, 1, 1307, 8188, 62, 14.02, 1470, 5501
2026/02/22 23:20:40.892, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 3, 0, 1307, 8188, 62, 13.40, 1530, 7001
2026/02/22 23:20:41.893, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 0, 0, 1307, 8188, 62, 13.27, 1530, 5501
2026/02/22 23:20:42.894, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 31, 1, 1307, 8188, 62, 13.64, 1470, 5501
2026/02/22 23:20:43.895, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 17, 1, 1307, 8188, 62, 13.23, 1470, 7001
2026/02/22 23:20:44.896, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 31, 1, 1307, 8188, 62, 13.22, 1470, 5501
2026/02/22 23:20:45.897, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 25, 1, 1307, 8188, 62, 14.01, 1470, 7001
2026/02/22 23:20:46.899, 0, NVIDIA GeForce RTX 4060 Laptop GPU, 21, 1, 1307, 8188, 62, 13.13, 1470, 7001
